question,category,ai_intent,ai_medical_relevance
Is dialysis available in kgmu,general,information_seeking,high
hi can you tell me way to opd,opd,navigation,high
Online patient registration,appointment,information_seeking,medium
can i book appointment for today ?,appointment,scheduling,medium
Monika bhandari kis din baithti h,general,information_seeking,high
Plz tell me exam date about assistant security officer 🙏,exams,scheduling,high
Apke hospital vacancy nikli h ki ni,career,information_seeking,medium
Intership ke liye online form kese bhare,general,information_seeking,medium
Gupt rog ke doctor kis din milte hai,general,information_seeking,high
Admin block query for neet ss admission 2026,admissions,navigation,medium
Me seti sken 7/3/26 ko karya tha aur seti sken to mela lekin uski report 25/3/26 tak nahi de pa rahe hai,general,complaint,high
admission process for Diploma in Optometry,admissions,information_seeking,medium
bsc nursing me kitna fee lagta h,fees,information_seeking,medium
What is the mode of payment of fees at the time of admission in pg course,admissions,scheduling,high
Dr. Shailendra singh Dr. Vineet sharma,general,information_seeking,high
When will the admission for B.Sc Nursing take place?,admissions,information_seeking,medium
Admission diploma in dental hyginist,admissions,information_seeking,medium
Kgmu email ID and contact number,contact,information_seeking,high
Can u apply my course admission details,admissions,information_seeking,medium
I want to know the KGMU assistant security (Non tech) proposed exam date which was hold till now,exams,scheduling,high
Opd me kaise dikhaya jaye,opd,information_seeking,medium
Lucknow me sarkari college mlt ki fees kitni hai,fees,information_seeking,medium
Tell me b. Optom fee,fees,information_seeking,medium
BSX nursing ke liye addmission kb se higa,courses,information_seeking,high
Is msc dialysis technology course is there,courses,information_seeking,high
Student list of pg degree,courses,information_seeking,medium
KGMU Mai ilaj Free Hota hai kya,general,information_seeking,medium
Bsc nursing kay liye Apply kerna h,courses,information_seeking,medium
Bta skte dialysis fee structure,fees,information_seeking,medium
"New appointment expire ho gaya hai , follow up appointment le sakte hai",appointment,information_seeking,high
Md pediatrics mark results,exams,information_seeking,high
Kindly provide full dental pediatrics department faculty list for opd,opd,information_seeking,high
If any project in microbiology department?,departments,information_seeking,high
KGMU nursing officer ka exam date kya h,exams,scheduling,high
Can I take admission throught private in BAMS and how much fee will be charge,admissions,information_seeking,medium
Nursing ki vacancy,courses,information_seeking,high
Kgmu nursing officer 2025 ka exam kab hoga,exams,scheduling,high
US Pal dentist surgery,departments,information_seeking,high
postgraduate verification,general,information_seeking,medium
you are useless,general,information_seeking,medium
Mai int doctor se kaise sampark kar sakta hun,contact,information_seeking,high
I am calling you but no response,general,information_seeking,medium
Bsc radiology,departments,information_seeking,high
Want to slot book for yellow fever vaccination (unable to contact number,appointment,information_seeking,high
MHA program for session 2025-26,courses,information_seeking,medium
Sar mujhe medicine ki jrurat hai,departments,information_seeking,high
अच्छा कब फार्म निकलेगा नए सत्र में एडमिशन लेने के। लिए,general,information_seeking,high
Entrance exam me kitne marks jaruri hote hai university ke liye,admissions,information_seeking,medium
I want to book an appointment in opd,opd,scheduling,medium
can you provide contact details of admission branch,admissions,information_seeking,medium
Kgmu nursing officers exam date,exams,scheduling,high
Doctor List of Medicine with Degree please tell me,departments,information_seeking,high
kgmu nursing officer 2025 ka exam kab tk hoga ?,exams,scheduling,medium
Nursing requitment exam kab tak hoga.,exams,scheduling,medium
How can I get my MBBS documents via digilocker,courses,information_seeking,medium
Sunday ka opd khula rahata hai ya nahi,opd,information_seeking,medium
How can we get admission in bmls,admissions,information_seeking,medium
Kgmu nursing officers vacancies of 2026,courses,information_seeking,medium
Went to know about the courses,courses,information_seeking,medium
Admit card for nursing officers 2025,courses,information_seeking,medium
How to get admission in bpt in kgmu,admissions,information_seeking,medium
Yellow fever appointment,appointment,scheduling,medium
सर्जिकल असिस्टेंट में एडमिशन लेने के लिए नीट एग्जाम देना जरूरी है,general,information_seeking,high
Admission fee kitna hai,admissions,information_seeking,medium
Specialist neurology clinic,departments,information_seeking,high
Bmlt course apply,courses,information_seeking,high
Himanshu Gupta,general,information_seeking,high
Bsc nursing is available,courses,information_seeking,medium
I want to do registration,appointment,information_seeking,medium
Abhi koi reply nahi aaya hai hamne sms kar diya hai,general,complaint,high
Nursing officer level 7 exam date,exams,scheduling,medium
I want to join bpt this year,general,information_seeking,medium
Mera help kijiye Admission Lena h,admissions,information_seeking,medium
Admission information,admissions,information_seeking,medium
when is the nursing officer exam will conduct?,exams,scheduling,medium
I want to know if kgmu provide BPT course...If Yes then what is the process,courses,information_seeking,medium
Vacancy tutor vali kha show hoogi,career,information_seeking,medium
Is link me 7 semester ka result show nhi kr rha h,exams,information_seeking,medium
revers form bhare ja sakte hai bsc nursing ke,courses,information_seeking,medium
can i get online report,general,information_seeking,medium
How can I join this job,career,information_seeking,medium
New Appointment,appointment,information_seeking,high
Eye department Dr name,departments,information_seeking,high
Online consultation,general,information_seeking,high
What about dmlt,general,information_seeking,high
Kl kya opd open rhegi,opd,scheduling,high
Bsc radiology course is available,departments,information_seeking,high
Book appointment lari,appointment,scheduling,high
Uric acid के लिए kis doctor को dikhaye,general,information_seeking,high
Admission in diploma in ot technician how can i get admission,admissions,information_seeking,high
Today dermatologist opd open or not,opd,information_seeking,high
Book appointment dr akil kumar sharma,appointment,scheduling,high
Want to know about fellowship dental,general,information_seeking,medium
I did this…....still no response,general,information_seeking,high
मैं हॉस्पिटल में डॉक्टर को दिखाना चाहता हूं मैं ऑनलाइन आवे रजिस्ट्रेशन कर लिया है तो मुझे क्या करना होगा,general,information_seeking,medium
General seat is available in this vacancy,admissions,information_seeking,medium
Muche aj dikhana tha,general,scheduling,high
kgmu M phil clinical psychology result,exams,information_seeking,high
Location of gastroenterology department,departments,navigation,high
Kgmu ke 700 vaccancy wala exam kab hoga,exams,scheduling,medium
Mujhe yellow fever vaccine ka appointment Lena hai,appointment,scheduling,high
Dr priya ranjan oncology,departments,information_seeking,high
Admission inquiry,admissions,information_seeking,medium
Kya BSC nursing me addmission ho jayega cuet ke base per,courses,information_seeking,medium
"My name is Sudhakar Trivedi, recently i have pass in Diploma in Opration theatre technician. I want to join in internships programs in KGMU lucknow. How could i get a chance to join internships.",courses,information_seeking,high
How to pay the fees for md pediatrics corse and what is the amount,fees,information_seeking,medium
Medical oncology cme d,departments,information_seeking,high
Hi when docor apjit kaur have opd ?,opd,information_seeking,high
Appointment kaise book kar,appointment,scheduling,high
